Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Gallery Fake,TV,37,Finished Airing,1/8/2005,9/24/2005,Winter,null,"{tv tokyo,aniplex}",null,"TMS Entertainment,Tokyo Kids,Minami Machi Bugyousho",Manga,"{mystery,seinen}",25,PG-13,7.59,2115,8325,44
Ghost in the Shell (2015),Movie,1,Finished Airing,6/20/2015,null,null,null,null,{funimation},Production I.G,Manga,"{action,mecha,police,psychological,sci-fi}",100,R,7.59,9787,30010,70
Gochuumon wa Usagi desu ka?,TV,12,Finished Airing,4/10/2014,6/26/2014,Spring,null,"{frontier works,sotsu,magic capsule,showgate,houbunsha,nbcuniversal entertainment japan,ray}",{sentai filmworks},White Fox,4-koma manga,"{slice of life,comedy}",23,PG-13,7.59,46663,120730,1364
Gokudou-kun Manyuuki,TV,26,Finished Airing,4/2/1999,9/24/1999,Spring,5,{softx},"{media blasters,discotek media}",Trans Arts,Light novel,"{adventure,comedy,fantasy,magic}",23,PG-13,7.59,4060,9681,97
IDOLiSH7,TV,17,Currently Airing,1/7/2018,5/19/2018,Winter,0,"{bandai visual,lantis,bandai namco games}",null,TROYCA,Game,{music},24,PG-13,7.59,1871,11922,204
Kidou Senkan Nadesico,TV,26,Finished Airing,10/1/1996,3/25/1997,Fall,2,"{starchild records,yomiko advertising,audio tanaka}","{adv films,nozomi entertainment}",Xebec,Original,"{action,comedy,mecha,military,parody,romance,sci-fi,shounen,space}",23,PG-13,7.59,13447,33922,353
Kiznaiver,TV,12,Finished Airing,4/9/2016,6/25/2016,Spring,6,"{aniplex,movic,ultra super pictures,sammy,asahi broadcasting,bs11}",{aniplex of america},Trigger,Original,"{sci-fi,drama,romance}",24,PG-13,7.59,155249,317132,2476
Koi ni Naritai Aquarium,Music,1,Finished Airing,4/27/2016,null,null,null,{lantis},null,Sunrise,Music,{music},7,PG-13,7.59,2254,4267,17
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,Finished Airing,6/17/2017,null,null,null,"{aniplex,studio mausu}",{aniplex of america},8bit,Light novel,"{action,magic,supernatural,sci-fi}",90,R,7.59,16815,61728,281
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,Special,4,Finished Airing,6/22/2007,null,null,null,null,null,Sunrise,Original,"{parody,comedy}",4,PG-13,7.59,2914,6165,11
Ningen Shikkaku: Director's Cut-ban,Movie,1,Finished Airing,12/12/2009,null,null,null,null,null,Madhouse,Novel,"{drama,historical,psychological,seinen}",89,R,7.59,913,5306,28
Sayonara Zetsubou Sensei Special,Special,1,Finished Airing,1/31/2012,null,null,null,null,null,Shaft,Manga,"{mystery,comedy,parody}",24,R,7.59,4823,11707,4
Shinryaku!? Ika Musume,TV,12,Finished Airing,9/27/2011,12/25/2011,Fall,null,"{tv tokyo,lantis,pony canyon,tv tokyo music,studio jack}",{sentai filmworks},Diomedea,Manga,"{slice of life,comedy,shounen}",24,PG-13,7.59,29567,57038,117
Tales of Symphonia The Animation: Sekai Tougou-hen,OVA,3,Finished Airing,11/23/2011,10/24/2012,null,null,null,null,ufotable,Game,"{action,adventure,magic,martial arts,fantasy}",36,PG-13,7.59,6715,17083,56
Yozakura Quartet: Tsuki ni Naku,OVA,3,Finished Airing,10/9/2013,11/7/2014,null,null,null,null,Tatsunoko Production,Manga,"{action,magic,comedy,super power,supernatural,shounen}",28,PG-13,7.59,6861,17805,20
Aldnoah.Zero,TV,12,Finished Airing,7/6/2014,9/21/2014,Summer,0,"{aniplex,movic,nitroplus,houbunsha,mages.,tokyo mx,asahi broadcasting,bs11}",{aniplex of america},"A-1 Pictures,TROYCA",Original,"{action,military,sci-fi,mecha}",23,R,7.58,182514,319901,3390
Candy Candy,TV,115,Finished Airing,10/1/1976,2/2/1979,Fall,null,null,null,Toei Animation,-,"{slice of life,drama,shoujo}",25,G,7.58,6918,14777,223
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,Special,1,Finished Airing,6/19/2013,null,null,null,"{lantis,pony canyon,tbs,rakuonsha}",{sentai filmworks},Kyoto Animation,Light novel,"{slice of life,comedy,drama,romance,school}",24,PG-13,7.58,58620,98307,90
CLAMP in Wonderland 2,Music,1,Finished Airing,10/26/2007,null,null,null,{victor entertainment},null,Madhouse,-,"{action,fantasy,magic,comedy,romance,music,drama}",5,G,7.58,9091,15568,33
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,1,Finished Airing,6/29/2017,null,null,null,null,{funimation},A-1 Pictures,Manga,"{comedy,vampire,fantasy,school}",23,PG-13,7.58,21015,35701,16
Douluo Dalu,ONA,26,Currently Airing,1/20/2018,null,null,null,{tencent penguin pictures},null,Sparkly Key Animation Studio,Novel,"{action,adventure,historical,romance,martial arts,fantasy}",20,PG-13,7.58,266,1137,23
Free!,TV,12,Finished Airing,7/4/2013,9/26/2013,Summer,4,"{lantis,iwatobi high school swimming club,asahi broadcasting}","{funimation,discotek media,crunchyroll}","Kyoto Animation,Animation Do",Original,"{slice of life,comedy,sports,drama,school}",24,PG-13,7.58,199599,350256,7744
Hetalia: The Beautiful World Extra Disc,OVA,1,Finished Airing,2/26/2014,null,null,null,{frontier works},{funimation},Studio Deen,Web manga,"{comedy,historical,parody}",5,PG-13,7.58,2530,6289,15
Hetalia: The World Twinkle,ONA,15,Finished Airing,7/3/2015,10/9/2015,null,null,{frontier works},{funimation},Studio Deen,Manga,"{comedy,historical,parody}",5,PG-13,7.58,9177,22340,272
Kidou Keisatsu Patlabor the Movie,Movie,1,Finished Airing,7/15/1989,null,null,null,"{bandai visual,shochiku,bandai,tohokushinsha film corporation}","{maiden japan,manga entertainment,bandai visual usa}","Production I.G,Studio Deen",Original,"{military,police,drama,mecha}",99,PG-13,7.58,9550,19465,97
Kindaichi Shounen no Jikenbo Returns,TV,25,Finished Airing,4/5/2014,9/27/2014,Spring,null,{yomiuri telecasting},null,Toei Animation,Manga,"{mystery,shounen}",24,R,7.58,3731,10472,49
Kiniro Mosaic: Pretty Days,Movie,1,Finished Airing,11/12/2016,null,null,null,{genco},null,Studio Gokumi,4-koma manga,"{slice of life,comedy,school,seinen}",50,PG-13,7.58,3995,10971,20
Kyou kara Maou! R,OVA,5,Finished Airing,10/26/2007,3/28/2008,null,null,null,null,Studio Deen,Light novel,"{adventure,comedy,demons,fantasy,shoujo}",25,PG-13,7.58,7701,16769,58
Ling Qi 2,TV,12,Currently Airing,2/23/2018,null,Winter,null,{tencent animation},null,Haoliners Animation League,Web manga,"{action,comedy,magic,shounen ai,supernatural}",24,PG-13,7.58,1053,7626,48
Mekakucity V's,Music,4,Finished Airing,1/1/2014,null,null,null,null,null,-,Music,"{music,super power,supernatural,romance}",4,PG-13,7.58,686,2591,9
Mi Yu Xing Zhe,ONA,null,Currently Airing,2/3/2018,null,null,null,{jay zone comic},null,Thundray,Web manga,"{mystery,psychological,thriller}",23,R,7.58,284,2295,7
One Piece: Romance Dawn,OVA,1,Finished Airing,12/20/2012,null,null,null,{shueisha},null,Toei Animation,Manga,"{action,comedy,super power,fantasy,shounen}",30,PG-13,7.58,4343,11031,7
Oushitsu Kyoushi Heine,TV,12,Finished Airing,4/5/2017,6/21/2017,Spring,3,"{tv tokyo,square enix,sotsu,tv osaka,at-x,dax production,tv tokyo music,avex pictures,bs japan,dai nippon printing,contents seed,a-sketch}",{funimation},Bridge,Manga,"{slice of life,comedy,historical,shounen}",23,PG-13,7.58,24714,59437,440
Plawres Sanshirou,TV,37,Finished Airing,6/5/1983,2/26/1984,Summer,null,"{asatsu dk,kaname productions}",null,-,Manga,"{adventure,sports,mecha,school,sci-fi,shounen}",25,PG-13,7.58,802,2155,17
Suzumiya Haruhi-chan no Yuuutsu,ONA,25,Finished Airing,2/14/2009,5/8/2009,null,null,{kadokawa shoten},"{funimation,bandai entertainment}",Kyoto Animation,4-koma manga,"{comedy,parody}",5,PG-13,7.58,40747,78123,401
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Movie,1,Finished Airing,1/29/2005,null,null,null,"{production i.g,nihon ad systems}",null,Trans Arts,Manga,"{comedy,sports,shounen}",30,PG-13,7.58,6269,11621,43
The Big O,TV,26,Finished Airing,10/13/1999,3/27/2003,Fall,null,{bandai visual},"{bandai entertainment,sentai filmworks}",Sunrise,Original,"{action,sci-fi,mystery,psychological,mecha}",24,PG-13,7.58,24212,56914,667
Uchuu Senkan Yamato 2,TV,26,Finished Airing,10/14/1978,4/7/1979,Fall,6,"{academy productions,yomiuri advertising}",null,-,Original,"{action,military,sci-fi,adventure,space,drama}",24,PG-13,7.58,1517,4586,19
Yamada-kun to 7-nin no Majo (OVA),OVA,2,Finished Airing,12/17/2014,5/15/2015,null,null,{kodansha},null,LIDENFILMS,Manga,"{comedy,romance,school,shounen}",30,PG-13,7.58,25428,48523,40
Yozakura Quartet: Hana no Uta,TV,13,Finished Airing,10/6/2013,12/29/2013,Fall,null,null,null,Tatsunoko Production,Manga,"{action,comedy,magic,shounen,super power,supernatural}",23,PG-13,7.58,25073,76563,342
Amaama to Inazuma,TV,12,Finished Airing,7/5/2016,9/20/2016,Summer,2,"{toei video,kodansha,shin-ei animation,dax production,asmik ace entertainment,yomiuri tv enterprise,sumitomo}",null,TMS Entertainment,Manga,"{comedy,seinen,slice of life}",24,PG-13,7.57,65252,147564,504
Boku no Hero Academia: Sukue! Kyuujo Kunren!,OVA,1,Finished Airing,4/4/2017,null,null,null,null,null,Bones,Manga,"{action,comedy,super power,school,shounen}",25,PG-13,7.57,20882,51646,56
Darker than Black: Ryuusei no Gemini,TV,12,Finished Airing,10/9/2009,12/25/2009,Fall,null,"{aniplex,square enix,mainichi broadcasting system,movic,sakura create}",{funimation},Bones,Original,"{action,sci-fi,mystery,super power}",24,R,7.57,161655,271041,1391
Diamond no Ace: Second Season OVA,OVA,2,Finished Airing,8/15/2016,10/17/2016,null,null,null,null,"Production I.G,Madhouse",Manga,"{comedy,sports,school,shounen}",24,PG-13,7.57,1255,3918,3
Digimon Adventure tri. 4: Soushitsu,Movie,1,Finished Airing,2/25/2017,null,null,null,null,{shout! factory},Toei Animation,Original,"{action,adventure,comedy,drama}",82,PG-13,7.57,13627,26782,111
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,Finished Airing,3/30/2013,null,null,null,null,{funimation},Toei Animation,Manga,"{action,adventure,fantasy,martial arts,shounen,super power}",85,PG-13,7.57,65305,93957,164
Emiya-san Chi no Kyou no Gohan,ONA,null,Currently Airing,12/31/2017,null,null,null,"{aniplex,kadokawa}",{aniplex of america},ufotable,Manga,"{slice of life,comedy}",13,PG-13,7.57,5530,23605,57
Gabriel DropOut,TV,12,Finished Airing,1/9/2017,3/27/2017,Winter,1,"{media factory,at-x,sony music communications,kadokawa media house,ntt plala}",null,Doga Kobo,Manga,"{comedy,demons,supernatural,school,shounen}",23,PG-13,7.57,83246,167116,1343
Ghost in the Shell: Arise - Border:1 Ghost Pain,Movie,1,Finished Airing,6/22/2013,null,null,null,{bandai visual},{funimation},Production I.G,Manga,"{mecha,police,psychological,sci-fi}",58,R,7.57,20365,40815,52
Hakumei to Mikochi,TV,12,Finished Airing,1/12/2018,3/30/2018,Winter,5,"{lantis,at-x,sony music communications,kadokawa media house,kadokawa}",{sentai filmworks},Lerche,Manga,"{slice of life,fantasy,seinen}",23,PG-13,7.57,6023,26521,79
Hidamari Sketch Specials,Special,2,Finished Airing,10/18/2007,null,null,null,{lantis},{sentai filmworks},Shaft,4-koma manga,"{slice of life,comedy,school,seinen}",24,PG-13,7.57,8404,14861,8
Kakegurui,TV,12,Finished Airing,7/1/2017,9/23/2017,Summer,6,"{dentsu,square enix,movic,klockworx,dive ii entertainment,81 produce,avex pictures,furyu}",null,MAPPA,Manga,"{drama,game,mystery,psychological,school,shounen}",24,R,7.57,126453,260795,1625
Kamichu! Specials,Special,4,Finished Airing,11/23/2005,3/29/2006,null,null,{geneon universal entertainment},"{funimation,geneon entertainment usa}",Brain's Base,Original,"{slice of life,comedy,supernatural,drama}",26,PG,7.57,4447,7919,3
Kimagure Orange☆Road OVA,OVA,8,Finished Airing,3/1/1989,4/1/1991,null,null,null,null,Studio Pierrot,Manga,"{magic,comedy,romance,school,drama}",30,R,7.57,2050,4216,5
Kuruneko,TV,50,Finished Airing,7/5/2009,6/13/2010,Summer,null,"{kadokawa pictures japan,kansai telecasting,tokai television}",null,"Studio Deen,DAX Production",Manga,"{slice of life,comedy}",2,G,7.57,507,3139,5
Majokko Shimai no Yoyo to Nene,Movie,1,Finished Airing,12/28/2013,null,null,null,"{aniplex,starchild records,tokuma shoten}",null,ufotable,Manga,"{fantasy,magic}",100,G,7.57,4048,11089,17
Minami-ke Betsubara,OVA,1,Finished Airing,6/23/2009,null,null,null,null,null,Asread,Manga,"{comedy,slice of life}",25,PG-13,7.57,12797,23796,14
Mugen no Ryvius,TV,26,Finished Airing,10/6/1999,3/29/2000,Fall,3,"{tv tokyo,bandai visual,yomiko advertising}","{bandai entertainment,sentai filmworks}",Sunrise,Original,"{drama,mecha,military,psychological,sci-fi,space}",23,PG-13,7.57,8367,28048,241
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,Finished Airing,2/22/2011,5/31/2011,null,null,{aniplex},{aniplex of america},AIC Build,Light novel,"{slice of life,comedy}",28,PG-13,7.57,83225,126069,176
Pokemon Generations,ONA,18,Finished Airing,12/9/2016,2/2/2017,null,null,null,{the pokemon company international},OLM,Game,"{action,adventure,fantasy,game,kids}",4,PG,7.57,8875,14873,50
Ryuu no Haisha,Special,2,Finished Airing,2/18/2017,2/25/2017,null,null,"{nhk,dwango}",{sentai filmworks},Khara,Original,"{adventure,fantasy}",46,PG-13,7.57,8835,23784,64
Samurai 7,TV,26,Finished Airing,6/12/2004,12/25/2004,Summer,null,"{gdh,sotsu music publishing}",{funimation},Gonzo,Other,"{historical,mecha,samurai,sci-fi}",26,PG-13,7.57,44346,86663,654
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,Finished Airing,8/27/2008,null,null,null,null,null,Shaft,Manga,"{comedy,parody,school}",56,PG-13,7.57,2195,7698,5
Senyuu. 2,TV,13,Finished Airing,7/3/2013,9/25/2013,Summer,null,"{tv tokyo,bandai visual,lantis,barnum studio,dwango,good smile company}",null,"Ordet,LIDENFILMS",Web manga,"{action,comedy,fantasy,parody,shounen}",4,PG-13,7.57,23303,39813,96
Seto no Hanayome OVA Specials,Special,2,Finished Airing,11/3/2008,1/5/2009,null,null,null,null,Gonzo,Manga,"{comedy,parody,school}",40,PG-13,7.57,3392,8369,2
Shigofumi,TV,12,Finished Airing,1/6/2008,3/23/2008,Winter,null,"{bandai visual,genco,lantis,rakuonsha}",{sentai filmworks},J.C.Staff,Original,"{psychological,supernatural,drama,thriller,fantasy}",24,R,7.57,23886,63585,306
Taiho Shichau zo (TV),TV,47,Finished Airing,10/5/1996,9/27/1997,Fall,null,"{bandai visual,tbs,kodansha,nichion}",{animeigo},Studio Deen,Manga,"{action,comedy,police,seinen}",24,PG-13,7.57,5319,15067,103
Yawara!,TV,124,Finished Airing,10/16/1989,9/21/1992,Fall,null,{kitty films},{animeigo},Madhouse,Manga,"{action,slice of life,martial arts,sports,comedy,romance,drama}",25,PG-13,7.57,1714,9041,58
Yowamushi Pedal: Spare Bike,Movie,1,Finished Airing,9/9/2016,null,null,null,null,null,TMS Entertainment,Manga,"{comedy,sports,drama,shounen}",1,PG-13,7.57,1764,6445,7
Yu☆Gi☆Oh! Duel Monsters,TV,224,Finished Airing,4/18/2000,9/29/2004,Spring,null,{nihon ad systems},"{4kids entertainment,flatiron film company}",Studio Gallop,Manga,"{adventure,game,shounen}",23,PG-13,7.57,112045,181885,2574
Amagami SS+ Plus,TV,13,Finished Airing,1/6/2012,3/30/2012,Winter,null,{tbs},{sentai filmworks},AIC,Visual novel,"{slice of life,comedy,romance,school}",24,PG-13,7.56,53818,93340,270
Ayakashi: Japanese Classic Horror,TV,11,Finished Airing,1/13/2006,3/24/2006,Winter,null,"{dentsu,sky perfect well think,fuji tv,asmik ace entertainment,sony music entertainment}",{geneon entertainment usa},Toei Animation,Other,"{mystery,historical,horror,fantasy}",23,R,7.56,16001,42168,187
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Movie,1,Finished Airing,12/22/2007,null,null,null,{shueisha},{viz media},Studio Pierrot,Manga,"{action,adventure,supernatural,shounen}",92,PG-13,7.56,99907,155938,588
Bobobo-bo Bo-bobo,TV,76,Finished Airing,11/8/2003,9/30/2005,Fall,null,"{avex entertainment,dentsu,tv asahi}",{viz media},Toei Animation,Manga,"{sci-fi,adventure,comedy,shounen}",25,PG-13,7.56,19031,50514,743
Charlotte: Tsuyoimono-tachi,Special,1,Finished Airing,3/30/2016,null,null,null,{aniplex},{aniplex of america},P.A. Works,Original,"{super power,drama,school}",24,PG-13,7.56,35537,61658,106
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,Special,1,Finished Airing,9/17/2014,null,null,null,{lantis},{sentai filmworks},Kyoto Animation,Light novel,"{comedy,drama,romance,school,slice of life}",24,PG-13,7.56,26112,49372,40
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,Finished Airing,7/16/2012,null,null,null,"{bandai visual,bandai,bandai namco entertainment,hakuhodo dy media partners}",{funimation},Sunrise,Original,"{action,mecha,military,sci-fi}",51,R,7.56,57230,113584,476
Doraemon (2005),TV,null,Currently Airing,4/22/2005,null,Spring,5,{tv asahi},null,"Studio Pierrot,Shin-Ei Animation",Manga,"{sci-fi,comedy,kids,shounen}",25,PG,7.56,1930,4756,64
Ganbare Genki,TV,35,Finished Airing,7/16/1980,4/1/1981,Summer,3,{fuji tv},null,Toei Animation,Manga,"{action,comedy,shounen,sports}",23,PG-13,7.56,290,1148,7
Hakata Tonkotsu Ramens,TV,12,Finished Airing,1/12/2018,3/30/2018,Winter,5,"{sotsu,at-x,warner bros.,klockworx,ascii media works,tokyo mx,bs11}",{funimation},Satelight,Novel,{action},23,R,7.56,19533,65015,209
Kaichou wa Maid-sama!: Omake dayo!,Special,1,Finished Airing,5/11/2011,null,null,null,null,{sentai filmworks},J.C.Staff,Manga,"{comedy,school,shoujo}",13,PG-13,7.56,36067,66391,162
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Special,1,Finished Airing,3/25/2007,null,null,null,"{aniplex,yumeta company,hakusensha,koei}",{sentai filmworks},-,-,"{harem,music,romance,school,shoujo}",29,G,7.56,11249,19330,130
Mobile Suit Gundam Unicorn RE:0096,TV,22,Finished Airing,4/3/2016,9/11/2016,Spring,0,"{bandai visual,sotsu,kadokawa shoten,asatsu dk,tohokushinsha film corporation,nagoya tv housou}",{nyav post},Sunrise,Novel,"{action,drama,mecha,military,sci-fi,space}",23,PG-13,7.56,5581,15287,64
Ojamajo Doremi Dokkaan!,TV,51,Finished Airing,2/3/2002,1/26/2003,Winter,null,{asahi broadcasting},null,Toei Animation,-,"{comedy,magic,shoujo}",24,G,7.56,3501,7946,84
On Your Mark,Music,1,Finished Airing,7/15/1995,null,null,null,null,null,Studio Ghibli,Music,"{drama,music,sci-fi}",6,G,7.56,10069,17398,49
"One More Time, One More Chance",Music,1,Finished Airing,7/19/2007,null,null,null,{comix wave films},null,-,Original,"{slice of life,romance,music,drama}",5,PG-13,7.56,5319,8638,27
Otome Youkai Zakuro,TV,13,Finished Airing,10/5/2010,12/28/2010,Fall,2,{aniplex},"{nis america, inc.}",J.C.Staff,Manga,"{demons,historical,military,romance,seinen,supernatural}",24,PG-13,7.56,33457,76396,320
Persona 4 the Animation: No One is Alone,Special,1,Finished Airing,8/22/2012,null,null,null,{aniplex},{sentai filmworks},AIC A.S.T.A.,Game,"{sci-fi,adventure,mystery,super power,supernatural,school}",30,PG-13,7.56,16876,31385,27
Quanzhi Fashi,ONA,12,Finished Airing,9/2/2016,11/4/2016,null,null,"{tencent penguin pictures,china literature limited}",null,Shanghai Foch Film Culture Investment,Novel,"{action,magic,fantasy,school}",18,PG-13,7.56,14855,32054,163
Shingeki no Bahamut: Virgin Soul,TV,24,Finished Airing,4/8/2017,9/30/2017,Spring,6,{cygames},null,MAPPA,Game,"{action,adventure,demons,supernatural,magic,fantasy}",23,R,7.56,37930,120828,489
Shinryaku! Ika Musume,TV,12,Finished Airing,10/5/2010,12/21/2010,Fall,null,"{tv tokyo,lantis,pony canyon,studio jack}","{media blasters,sentai filmworks}",Diomedea,Manga,"{comedy,shounen,slice of life}",24,PG-13,7.56,56369,118894,761
Shugo Chara!,TV,51,Finished Airing,10/6/2007,9/27/2008,Fall,null,"{tv tokyo,sotsu,pony canyon}",null,Satelight,Manga,"{comedy,magic,school,shoujo}",24,PG,7.56,65674,141708,3183
Shugo Chara!! Doki,TV,51,Finished Airing,10/4/2008,9/25/2009,Fall,null,"{tv tokyo,sotsu}",null,Satelight,Manga,"{comedy,magic,school,shoujo}",24,PG,7.56,36935,69674,804
Tasogare Otome x Amnesia: Taima Otome,Special,1,Finished Airing,11/28/2012,null,null,null,null,{sentai filmworks},Silver Link.,Manga,"{horror,mystery,romance,school,shounen,supernatural}",24,R,7.56,27677,47775,62
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,Movie,1,Finished Airing,9/3/2011,null,null,null,{nihon ad systems},null,"Production I.G,M.S.C",Manga,"{action,comedy,sports,school,shounen}",87,PG-13,7.56,3262,7265,10
